
 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
 724940:23234 | 2008 |     6 |  22 |                    22.8 |                       0 |                14.40833 |             49.88333 |             49.88333
 724940:23234 | 2008 |     6 |  21 |                    33.3 |                       0 |                25.39583 |             46.59583 |             46.59583
 724940:23234 | 2008 |     6 |  20 |                    32.8 |                       0 |                22.14583 |                49.65 |                49.65
 724940:23234 | 2008 |     6 |  19 |                    32.2 |                       0 |                 18.5625 |             48.54583 |             48.54583
 724940:23234 | 2008 |     6 |  18 |                    26.1 |                       0 |                16.62917 |                48.45 |                48.45
 724940:23234 | 2008 |     6 |  17 |                    22.8 |                       0 |                12.80833 |             49.68333 |             49.68333
 724940:23234 | 2008 |     6 |  16 |                    14.4 |                       0 |                 11.1125 |             49.36667 |             49.36667
 724940:23234 | 2008 |     6 |  15 |                    17.2 |                       0 |                12.52083 |             50.62083 |             50.62083

 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
--------------+------+-------+-----+-------------------------+-------------------------+-------------------------+----------------------+----------------------
 724940:23234 | 2008 |     6 |  14 |                    19.4 |                       0 |                13.62083 |             51.57917 |             51.57917
 724940:23234 | 2008 |     6 |  13 |                      25 |                       0 |                15.99167 |             50.15417 |             50.15417
 724940:23234 | 2008 |     6 |  12 |                    30.6 |                       0 |                 17.5375 |             48.93333 |             48.93333
 724940:23234 | 2008 |     6 |  11 |                      25 |                       0 |                17.62917 |              47.3375 |              47.3375
 724940:23234 | 2008 |     6 |  10 |                    21.7 |                       0 |                   15.85 |             50.32083 |             50.32083
 724940:23234 | 2008 |     6 |   9 |                    25.6 |                       0 |                15.42917 |             50.57917 |             50.57917
 724940:23234 | 2008 |     6 |   8 |                    21.7 |                       0 |                 14.3625 |             49.36667 |             49.36667
 724940:23234 | 2008 |     6 |   7 |                    20.6 |                       0 |                13.30833 |               47.925 |               47.925
 724940:23234 | 2008 |     6 |   6 |                    17.2 |                       0 |                13.10417 |             49.87083 |             49.87083
 724940:23234 | 2008 |     6 |   5 |                    17.8 |                       0 |                12.89583 |             48.87917 |             48.87917
 724940:23234 | 2008 |     6 |   4 |                    17.2 |                       0 |                  12.575 |               49.575 |               49.575
 724940:23234 | 2008 |     6 |   3 |                    17.2 |                       0 |                13.42917 |             50.94167 |             50.94167
 724940:23234 | 2008 |     6 |   2 |                    15.6 |                       0 |                11.77083 |               48.825 |               48.825
 724940:23234 | 2008 |     6 |   1 |                    15.6 |                       0 |                  11.975 |             49.19583 |             49.19583
 724940:23234 | 2008 |     5 |  31 |                      15 |                       0 |                11.90417 |             49.84167 |             49.84167
 724940:23234 | 2008 |     5 |  30 |                    17.2 |                       0 |                12.90833 |              50.4625 |              50.4625
 724940:23234 | 2008 |     5 |  29 |                    17.8 |                       0 |                 13.5875 |             50.10417 |             50.10417
 724940:23234 | 2008 |     5 |  28 |                    18.9 |                       0 |                13.57917 |             48.28333 |             48.28333
 724940:23234 | 2008 |     5 |  27 |                    16.7 |                       0 |                12.71667 |             49.20833 |             49.20833
 724940:23234 | 2008 |     5 |  26 |                    15.6 |                       0 |                11.77917 |             49.05417 |             49.05417
 724940:23234 | 2008 |     5 |  25 |                    17.8 |                       0 |                13.07083 |             48.70417 |             48.70417
 724940:23234 | 2008 |     5 |  24 |                    16.7 |                       0 |                12.09583 |             48.95417 |             48.95417
 724940:23234 | 2008 |     5 |  23 |                    18.9 |                       0 |                 12.3125 |             47.94583 |             47.94583
 724940:23234 | 2008 |     5 |  22 |                    17.8 |                       0 |                12.50417 |             46.81667 |             46.81667
 724940:23234 | 2008 |     5 |  21 |                    16.7 |                       0 |                12.53333 |             48.62083 |             48.62083
 724940:23234 | 2008 |     5 |  20 |                    18.9 |                       0 |                 12.9875 |             51.21667 |             51.21667
 724940:23234 | 2008 |     5 |  19 |                    16.7 |                       0 |                12.58333 |             51.42083 |             51.42083
 724940:23234 | 2008 |     5 |  18 |                    19.4 |                       0 |                   13.95 |              51.5625 |              51.5625
 724940:23234 | 2008 |     5 |  17 |                    28.9 |                       0 |                  20.525 |             50.88333 |             50.88333
 724940:23234 | 2008 |     5 |  16 |                    33.3 |                       0 |                23.58333 |               52.275 |               52.275
 724940:23234 | 2008 |     5 |  15 |                    34.4 |                       0 |                24.53333 |             51.67917 |             51.67917
 724940:23234 | 2008 |     5 |  14 |                    28.9 |                       0 |                16.42917 |                49.95 |                49.95
 724940:23234 | 2008 |     5 |  13 |                    25.6 |                       0 |                13.60833 |             47.70833 |             47.70833
 724940:23234 | 2008 |     5 |  12 |                    15.6 |                       0 |                11.47917 |             47.40833 |             47.40833
 724940:23234 | 2008 |     5 |  11 |                    15.6 |                       0 |                  11.525 |             49.85833 |             49.85833
 724940:23234 | 2008 |     5 |  10 |                    17.2 |                       0 |                11.52083 |              47.9625 |              47.9625
 724940:23234 | 2008 |     5 |   9 |                      15 |                       0 |                 10.9375 |             47.60417 |             47.60417
 724940:23234 | 2008 |     5 |   8 |                    16.1 |                       0 |                11.10417 |             48.43333 |             48.43333
 724940:23234 | 2008 |     5 |   7 |                    16.1 |                       0 |                11.79167 |              48.8125 |              48.8125
 724940:23234 | 2008 |     5 |   6 |                    18.3 |                       0 |                12.34583 |             49.67083 |             49.67083
 724940:23234 | 2008 |     5 |   5 |                    18.3 |                       0 |                11.34167 |             48.30417 |             48.30417
 724940:23234 | 2008 |     5 |   4 |                    14.4 |                       0 |                11.02083 |             49.11667 |             49.11667
 724940:23234 | 2008 |     5 |   3 |                      15 |                       0 |                11.64583 |               49.525 |               49.525
 724940:23234 | 2008 |     5 |   2 |                    16.1 |                       0 |                  11.275 |             47.27917 |             47.27917
 724940:23234 | 2008 |     5 |   1 |                    17.8 |                       0 |                11.27917 |             45.79583 |             45.79583
 724940:23234 | 2008 |     4 |  30 |                      15 |                       0 |                10.64583 |             44.36667 |             44.36667
 724940:23234 | 2008 |     4 |  29 |                    16.7 |                       0 |                12.23333 |             48.87917 |             48.87917
 724940:23234 | 2008 |     4 |  28 |                    20.6 |                       0 |                13.18333 |              49.2375 |              49.2375
 724940:23234 | 2008 |     4 |  27 |                    22.2 |                       0 |                15.80417 |             49.50833 |             49.50833
 724940:23234 | 2008 |     4 |  26 |                    24.4 |                       0 |                14.32917 |             47.55417 |             47.55417
 724940:23234 | 2008 |     4 |  25 |                    20.6 |                       0 |                  12.525 |             46.22917 |             46.22917
 724940:23234 | 2008 |     4 |  24 |                    17.8 |                       0 |                 10.6875 |             44.45833 |             44.45833
 724940:23234 | 2008 |     4 |  23 |                    15.6 |                       0 |                11.94583 |              49.1125 |              49.1125
 724940:23234 | 2008 |     4 |  22 |                    15.6 |                       0 |                10.52083 |             45.70833 |             45.70833
 724940:23234 | 2008 |     4 |  21 |                    13.3 |                       0 |                 9.02083 |             43.29583 |             43.29583
 724940:23234 | 2008 |     4 |  20 |                    12.2 |                       0 |                 8.49583 |              41.7625 |              41.7625
 724940:23234 | 2008 |     4 |  19 |                    12.8 |                       0 |                 9.69583 |              44.4375 |              44.4375
 724940:23234 | 2008 |     4 |  18 |                    18.3 |                       0 |                 11.3125 |             48.44583 |             48.44583
 724940:23234 | 2008 |     4 |  17 |                    23.9 |                       0 |                13.22083 |             47.61667 |             47.61667
 724940:23234 | 2008 |     4 |  16 |                    18.9 |                       0 |                11.08333 |             44.27083 |             44.27083
 724940:23234 | 2008 |     4 |  15 |                    14.4 |                       0 |                 10.0125 |             44.06667 |             44.06667
 724940:23234 | 2008 |     4 |  14 |                    22.8 |                       0 |                11.48333 |               48.125 |               48.125
 724940:23234 | 2008 |     4 |  13 |                    27.8 |                       0 |                19.74583 |             49.38333 |             49.38333
 724940:23234 | 2008 |     4 |  12 |                    28.3 |                       0 |                17.40417 |              47.6375 |              47.6375
 724940:23234 | 2008 |     4 |  11 |                    26.1 |                       0 |                14.00417 |                46.55 |                46.55
 724940:23234 | 2008 |     4 |  10 |                    18.3 |                       0 |                11.03333 |             47.32083 |             47.32083
 724940:23234 | 2008 |     4 |   9 |                    14.4 |                       0 |                10.49167 |              47.0625 |              47.0625
 724940:23234 | 2008 |     4 |   8 |                    12.8 |                       0 |                  9.8875 |             45.24167 |             45.24167
 724940:23234 | 2008 |     4 |   7 |                    14.4 |                       0 |                10.04167 |               45.275 |               45.275
 724940:23234 | 2008 |     4 |   6 |                    14.4 |                       0 |                 10.5625 |             47.10417 |             47.10417
 724940:23234 | 2008 |     4 |   5 |                    13.3 |                       0 |                10.04167 |             45.98333 |             45.98333
 724940:23234 | 2008 |     4 |   4 |                    15.6 |                       0 |                10.04583 |             46.93333 |             46.93333
 724940:23234 | 2008 |     4 |   3 |                    17.8 |                       0 |                11.74167 |             46.57917 |             46.57917
 724940:23234 | 2008 |     4 |   2 |                    16.1 |                       0 |                10.88333 |             44.68333 |             44.68333
 724940:23234 | 2008 |     4 |   1 |                    15.6 |                       0 |                10.73333 |             44.15833 |             44.15833
 724940:23234 | 2008 |     3 |  31 |                    15.6 |                       0 |                     8.8 |              43.2625 |              43.2625
 724940:23234 | 2008 |     3 |  30 |                    12.8 |                       0 |                     9.3 |             44.50417 |             44.50417
 724940:23234 | 2008 |     3 |  29 |                    13.3 |                       0 |                 10.8125 |             48.52917 |             48.52917
 724940:23234 | 2008 |     3 |  28 |                    16.7 |                       0 |                10.18333 |              44.0875 |              44.0875
 724940:23234 | 2008 |     3 |  27 |                    13.3 |                       0 |                 9.69167 |             44.55417 |             44.55417
 724940:23234 | 2008 |     3 |  26 |                      15 |                       0 |                10.84583 |             46.87917 |             46.87917
 724940:23234 | 2008 |     3 |  25 |                    16.1 |                       0 |                    11.7 |             50.28333 |             50.28333
 724940:23234 | 2008 |     3 |  24 |                    16.7 |                       0 |                  11.375 |             48.86667 |             48.86667
 724940:23234 | 2008 |     3 |  23 |                    16.7 |                       0 |                10.52917 |             47.44167 |             47.44167
 724940:23234 | 2008 |     3 |  22 |                    20.6 |                       0 |                10.94583 |             47.05833 |             47.05833
 724940:23234 | 2008 |     3 |  21 |                    16.7 |                       0 |                10.40833 |               45.925 |               45.925
 724940:23234 | 2008 |     3 |  20 |                    13.9 |                       0 |                 10.3625 |             47.16667 |             47.16667
 724940:23234 | 2008 |     3 |  19 |                    14.4 |                       0 |                   11.05 |             49.22083 |             49.22083
 724940:23234 | 2008 |     3 |  18 |                    15.6 |                       0 |                11.15833 |             49.42083 |             49.42083
 724940:23234 | 2008 |     3 |  17 |                      15 |                       0 |                11.19583 |             46.63333 |             46.63333
 724940:23234 | 2008 |     3 |  16 |                    16.1 |                       0 |                10.30833 |             44.05833 |             44.05833
 724940:23234 | 2008 |     3 |  15 |                    12.8 |                       0 |                 9.42083 |             46.31667 |             46.31667
 724940:23234 | 2008 |     3 |  14 |                    13.3 |                       0 |                 11.2125 |              48.8125 |              48.8125
 724940:23234 | 2008 |     3 |  13 |                    14.4 |                       0 |                12.12917 |                50.25 |                50.25
 724940:23234 | 2008 |     3 |  12 |                      15 |                       0 |                  10.925 |                48.45 |                48.45
 724940:23234 | 2008 |     3 |  11 |                    16.7 |                       0 |                 11.9625 |              49.8625 |              49.8625
 724940:23234 | 2008 |     3 |  10 |                    18.3 |                       0 |                 12.7125 |              48.8625 |              48.8625
 724940:23234 | 2008 |     3 |   9 |                    19.4 |                       0 |                11.10833 |             48.40417 |             48.40417
 724940:23234 | 2008 |     3 |   8 |                    17.8 |                       0 |                11.58333 |               48.975 |               48.975
 724940:23234 | 2008 |     3 |   7 |                    16.7 |                       0 |                    11.3 |              47.8625 |              47.8625

 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
--------------+------+-------+-----+-------------------------+-------------------------+-------------------------+----------------------+----------------------
 724940:23234 | 2008 |     3 |   6 |                    15.6 |                       0 |                10.00417 |             47.21667 |             47.21667
 724940:23234 | 2008 |     3 |   5 |                    18.9 |                       0 |                11.15833 |              46.1875 |              46.1875
 724940:23234 | 2008 |     3 |   4 |                    17.8 |                       0 |                 11.4375 |                 46.3 |                 46.3
 724940:23234 | 2008 |     3 |   3 |                    18.3 |                       0 |                  12.225 |              42.7625 |              42.7625
 724940:23234 | 2008 |     3 |   2 |                    18.3 |                       0 |                11.53333 |             43.91667 |             43.91667
 724940:23234 | 2008 |     3 |   1 |                    13.9 |                       0 |                10.81667 |               48.975 |               48.975
 724940:23234 | 2008 |     2 |  29 |                    18.9 |                       0 |                10.64167 |               49.875 |               49.875
 724940:23234 | 2008 |     2 |  28 |                    16.1 |                       0 |                10.99167 |              49.5875 |              49.5875
 724940:23234 | 2008 |     2 |  27 |                    17.8 |                       0 |                 12.7625 |             50.00417 |             50.00417
 724940:23234 | 2008 |     2 |  26 |                    16.1 |                       0 |                10.90417 |              49.1125 |              49.1125
 724940:23234 | 2008 |     2 |  25 |                    13.9 |                       0 |                10.95417 |             49.89167 |             49.89167
 724940:23234 | 2008 |     2 |  24 |                    13.3 |                       0 |                   10.85 |             50.28333 |             50.28333
 724940:23234 | 2008 |     2 |  23 |                    11.7 |                       0 |                  8.5625 |             46.57917 |             46.57917
 724940:23234 | 2008 |     2 |  22 |                    14.4 |                       0 |                10.02917 |              48.5625 |              48.5625
 724940:23234 | 2008 |     2 |  21 |                    13.3 |                       0 |                10.17083 |                48.05 |                48.05
 724940:23234 | 2008 |     2 |  20 |                    13.3 |                       0 |                10.59167 |             49.59167 |             49.59167
 724940:23234 | 2008 |     2 |  19 |                    11.1 |                       0 |                 9.38333 |             47.80833 |             47.80833
 724940:23234 | 2008 |     2 |  18 |                    11.7 |                       0 |                 9.04167 |             46.77083 |             46.77083
 724940:23234 | 2008 |     2 |  17 |                    13.9 |                       0 |                  8.9125 |                 47.7 |                 47.7
 724940:23234 | 2008 |     2 |  16 |                    13.3 |                       0 |                 8.75833 |                47.25 |                47.25
 724940:23234 | 2008 |     2 |  15 |                    15.6 |                       0 |                  10.425 |                   43 |                   43
 724940:23234 | 2008 |     2 |  14 |                      15 |                       0 |                 11.7125 |             41.05833 |             41.05833
 724940:23234 | 2008 |     2 |  13 |                    17.8 |                       0 |                 10.9625 |             48.46667 |             48.46667
 724940:23234 | 2008 |     2 |  12 |                    15.6 |                       0 |                 9.90417 |             49.27917 |             49.27917
 724940:23234 | 2008 |     2 |  11 |                    18.9 |                       0 |                10.97083 |                49.25 |                49.25
 724940:23234 | 2008 |     2 |  10 |                    18.9 |                       0 |                11.57083 |             48.12917 |             48.12917
 724940:23234 | 2008 |     2 |   9 |                    18.3 |                       0 |                11.09583 |             46.00833 |             46.00833
 724940:23234 | 2008 |     2 |   8 |                    11.7 |                       0 |                  8.8875 |             49.05833 |             49.05833
 724940:23234 | 2008 |     2 |   7 |                    13.3 |                       0 |                 8.61667 |              47.0875 |              47.0875
 724940:23234 | 2008 |     2 |   6 |                    12.2 |                       0 |                 9.65833 |             47.57917 |             47.57917
 724940:23234 | 2008 |     2 |   5 |                    13.3 |                       0 |                 8.30833 |             42.44583 |             42.44583
 724940:23234 | 2008 |     2 |   4 |                    12.2 |                       0 |                    8.15 |              43.4875 |              43.4875
 724940:23234 | 2008 |     2 |   3 |                    11.7 |                       0 |                   9.925 |             49.19167 |             49.19167
 724940:23234 | 2008 |     2 |   2 |                    10.6 |                       0 |                  7.6375 |             45.56667 |             45.56667
 724940:23234 | 2008 |     2 |   1 |                    11.1 |                       0 |                 8.30417 |              47.1625 |              47.1625
 724940:23234 | 2008 |     1 |  31 |                    11.7 |                       0 |                 8.74167 |                 46.5 |                 46.5
 724940:23234 | 2008 |     1 |  30 |                    11.1 |                       0 |                 7.80833 |               45.575 |               45.575
 724940:23234 | 2008 |     1 |  29 |                      10 |                       0 |                 6.59583 |             44.54167 |             44.54167
 724940:23234 | 2008 |     1 |  28 |                    11.7 |                       0 |                 8.27083 |             45.47083 |             45.47083
 724940:23234 | 2008 |     1 |  27 |                    13.3 |                       0 |                    11.1 |                 49.1 |                 49.1
 724940:23234 | 2008 |     1 |  26 |                    13.3 |                       0 |                  10.825 |             49.39583 |             49.39583
 724940:23234 | 2008 |     1 |  25 |                    10.6 |                       0 |                 7.98333 |             47.04583 |             47.04583
 724940:23234 | 2008 |     1 |  24 |                     7.8 |                       0 |                 6.34583 |             45.41667 |             45.41667
 724940:23234 | 2008 |     1 |  23 |                     7.8 |                       0 |                 6.60417 |             45.62917 |             45.62917
 724940:23234 | 2008 |     1 |  22 |                     8.3 |                       0 |                   6.475 |             46.27917 |             46.27917
 724940:23234 | 2008 |     1 |  21 |                      10 |                       0 |                 7.25417 |             45.72083 |             45.72083
 724940:23234 | 2008 |     1 |  20 |                    12.2 |                       0 |                 9.25833 |             45.95417 |             45.95417
 724940:23234 | 2008 |     1 |  19 |                    14.4 |                       0 |                 8.42917 |             45.08333 |             45.08333
 724940:23234 | 2008 |     1 |  18 |                    14.4 |                       0 |                 8.25417 |              44.5625 |              44.5625
 724940:23234 | 2008 |     1 |  17 |                    13.3 |                       0 |                 9.60833 |             39.53333 |             39.53333
 724940:23234 | 2008 |     1 |  16 |                    12.8 |                       0 |                   8.175 |             43.77083 |             43.77083
 724940:23234 | 2008 |     1 |  15 |                    14.4 |                       0 |                  9.0625 |               48.175 |               48.175
 724940:23234 | 2008 |     1 |  14 |                    13.9 |                       0 |                    9.25 |             47.72917 |             47.72917
 724940:23234 | 2008 |     1 |  13 |                    13.9 |                       0 |                 9.62083 |                48.15 |                48.15
 724940:23234 | 2008 |     1 |  12 |                    11.7 |                       0 |                 9.54167 |                48.75 |                48.75
 724940:23234 | 2008 |     1 |  11 |                    13.3 |                       0 |                   7.525 |            297.80833 |            297.80833
 724940:23234 | 2008 |     1 |  10 |                      10 |                       0 |                  9.1125 |             49.15417 |             49.15417
 724940:23234 | 2008 |     1 |   9 |                    11.7 |                       0 |                  9.4625 |             49.70417 |             49.70417
 724940:23234 | 2008 |     1 |   8 |                    12.2 |                       0 |                 8.08333 |             46.00833 |             46.00833
 724940:23234 | 2008 |     1 |   7 |                    11.1 |                       0 |                 8.47083 |              45.9625 |              45.9625
 724940:23234 | 2008 |     1 |   6 |                    10.6 |                       0 |                   8.375 |               46.675 |               46.675
 724940:23234 | 2008 |     1 |   5 |                    12.2 |                       0 |                 9.67917 |              47.9375 |              47.9375
 724940:23234 | 2008 |     1 |   4 |                      15 |                       0 |                11.91667 |              51.8125 |              51.8125
 724940:23234 | 2008 |     1 |   3 |                    14.4 |                       0 |                10.99167 |             48.03333 |             48.03333
 724940:23234 | 2008 |     1 |   2 |                    11.7 |                       0 |                 7.94583 |             45.79167 |             45.79167
 724940:23234 | 2008 |     1 |   1 |                    12.2 |                       0 |                 8.05417 |              43.2625 |              43.2625
 722950:23174 | 2014 |     6 |  12 |                      20 |                    17.8 |                18.57143 |                 14.4 |                 14.4
 722950:23174 | 2014 |     6 |  11 |                    21.7 |                       0 |                 18.2625 |             54.75417 |             54.75417
 722950:23174 | 2014 |     6 |  10 |                    21.7 |                       0 |                18.12083 |             55.61667 |             55.61667
 722950:23174 | 2014 |     6 |   9 |                    20.6 |                       0 |                16.70417 |             55.31667 |             55.31667
 722950:23174 | 2014 |     6 |   8 |                    21.1 |                       0 |                 17.6375 |             54.65833 |             54.65833
 722950:23174 | 2014 |     6 |   7 |                    20.6 |                       0 |                 16.8375 |             53.89167 |             53.89167
 722950:23174 | 2014 |     6 |   6 |                    20.6 |                       0 |                  17.125 |             54.34583 |             54.34583
 722950:23174 | 2014 |     6 |   5 |                    21.1 |                       0 |                17.72083 |             54.75833 |             54.75833
 722950:23174 | 2014 |     6 |   4 |                    21.7 |                       0 |                17.64167 |              54.2375 |              54.2375
 722950:23174 | 2014 |     6 |   3 |                    22.2 |                       0 |                17.67083 |             53.82083 |             53.82083
 722950:23174 | 2014 |     6 |   2 |                    20.6 |                       0 |                  17.225 |             54.40833 |             54.40833
 722950:23174 | 2014 |     6 |   1 |                    22.2 |                       0 |                18.44583 |                 54.3 |                 54.3
 722950:23174 | 2014 |     5 |  31 |                    22.8 |                       0 |                18.71667 |             54.72917 |             54.72917
 722950:23174 | 2014 |     5 |  30 |                    22.8 |                       0 |                 18.8625 |             55.34583 |             55.34583
 722950:23174 | 2014 |     5 |  29 |                    22.8 |                       0 |                19.12083 |             55.04167 |             55.04167
 722950:23174 | 2014 |     5 |  28 |                    22.2 |                       0 |                18.99583 |              56.0875 |              56.0875
 722950:23174 | 2014 |     5 |  27 |                    22.2 |                       0 |                 18.9625 |              56.3375 |              56.3375
 722950:23174 | 2014 |     5 |  26 |                    22.8 |                       0 |                 18.6625 |             55.39583 |             55.39583
 722950:23174 | 2014 |     5 |  25 |                    21.7 |                       0 |                  18.225 |              54.7875 |              54.7875
 722950:23174 | 2014 |     5 |  24 |                      20 |                    16.7 |                17.66667 |             12.60417 |             12.60417
 722950:23174 | 2014 |     5 |  23 |                    20.6 |                       0 |                17.31667 |               53.675 |               53.675
 722950:23174 | 2014 |     5 |  22 |                      20 |                       0 |                16.57917 |               53.075 |               53.075
 722950:23174 | 2014 |     5 |  21 |                    20.6 |                       0 |                    16.6 |             51.85833 |             51.85833
 722950:23174 | 2014 |     5 |  20 |                      20 |                       0 |                 16.7625 |              51.6875 |              51.6875
 722950:23174 | 2014 |     5 |  19 |                    21.1 |                       0 |                18.27083 |             53.56667 |             53.56667
 722950:23174 | 2014 |     5 |  18 |                    21.7 |                       0 |                    18.2 |             54.65417 |             54.65417
 722950:23174 | 2014 |     5 |  17 |                      25 |                       0 |                 19.8625 |                   55 |                   55
 722950:23174 | 2014 |     5 |  16 |                    32.2 |                       0 |                  24.725 |             49.04583 |             49.04583
 722950:23174 | 2014 |     5 |  15 |                    36.1 |                       0 |                27.02917 |              41.7625 |              41.7625
 722950:23174 | 2014 |     5 |  14 |                    34.4 |                       0 |                 25.9125 |             40.29167 |             40.29167
 722950:23174 | 2014 |     5 |  13 |                    33.3 |                       0 |                24.79583 |              41.3625 |              41.3625
 722950:23174 | 2014 |     5 |  12 |                    30.6 |                       0 |                21.37083 |             44.20417 |             44.20417
 722950:23174 | 2014 |     5 |  11 |                    28.9 |                       0 |                19.64167 |             43.18333 |             43.18333
 722950:23174 | 2014 |     5 |  10 |                    20.6 |                       0 |                16.64583 |              52.6875 |              52.6875

 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
--------------+------+-------+-----+-------------------------+-------------------------+-------------------------+----------------------+----------------------
 722950:23174 | 2014 |     5 |   9 |                    19.4 |                       0 |                  15.925 |             52.10833 |             52.10833
 722950:23174 | 2014 |     5 |   8 |                    18.9 |                       0 |                   15.55 |             50.10417 |             50.10417
 722950:23174 | 2014 |     5 |   7 |                    18.3 |                       0 |                  15.275 |             50.47083 |             50.47083
 722950:23174 | 2014 |     5 |   6 |                    18.9 |                       0 |                15.41667 |                 50.2 |                 50.2
 722950:23174 | 2014 |     5 |   5 |                      20 |                       0 |                 16.7625 |              52.3125 |              52.3125
 722950:23174 | 2014 |     5 |   4 |                    22.2 |                       0 |                18.07917 |             52.69167 |             52.69167
 722950:23174 | 2014 |     5 |   3 |                    26.1 |                       0 |                21.42917 |               51.125 |               51.125
 722950:23174 | 2014 |     5 |   2 |                    31.7 |                       0 |                22.84167 |             45.23333 |             45.23333
 722950:23174 | 2014 |     5 |   1 |                    31.7 |                       0 |                    24.4 |             39.69167 |             39.69167
 722950:23174 | 2014 |     4 |  30 |                    31.1 |                       0 |                24.58333 |             39.99167 |             39.99167
 722950:23174 | 2014 |     4 |  29 |                    30.6 |                       0 |                21.64167 |               47.075 |               47.075
 722950:23174 | 2014 |     4 |  28 |                    21.1 |                       0 |                   15.65 |             51.59583 |             51.59583
 722950:23174 | 2014 |     4 |  27 |                    18.3 |                       0 |                14.64167 |               49.525 |               49.525
 722950:23174 | 2014 |     4 |  26 |                    18.3 |                       0 |                14.55417 |             49.26667 |             49.26667
 722950:23174 | 2014 |     4 |  25 |                    21.1 |                       0 |                17.00833 |             52.60833 |             52.60833
 722950:23174 | 2014 |     4 |  24 |                    22.2 |                       0 |                16.90833 |             50.72917 |             50.72917
 722950:23174 | 2014 |     4 |  23 |                      20 |                       0 |                 16.0875 |             50.21667 |             50.21667
 722950:23174 | 2014 |     4 |  22 |                    19.4 |                       0 |                15.85833 |             52.66667 |             52.66667
 722950:23174 | 2014 |     4 |  21 |                    19.4 |                       0 |                  16.125 |             54.12917 |             54.12917
 722950:23174 | 2014 |     4 |  20 |                      20 |                       0 |                16.24167 |             53.92917 |             53.92917
 722950:23174 | 2014 |     4 |  19 |                    18.9 |                       0 |                 16.1375 |             53.26667 |             53.26667
 722950:23174 | 2014 |     4 |  18 |                    21.1 |                       0 |                  17.025 |             52.40417 |             52.40417
 722950:23174 | 2014 |     4 |  17 |                      20 |                       0 |                15.93333 |                 52.4 |                 52.4
 722950:23174 | 2014 |     4 |  16 |                    18.3 |                       0 |                15.19583 |              52.3875 |              52.3875
 722950:23174 | 2014 |     4 |  15 |                    19.4 |                       0 |                14.95417 |             52.50833 |             52.50833
 722950:23174 | 2014 |     4 |  14 |                    18.9 |                       0 |                 15.0375 |             51.83333 |             51.83333
 722950:23174 | 2014 |     4 |  13 |                    17.8 |                       0 |                14.58333 |             50.32917 |             50.32917
 722950:23174 | 2014 |     4 |  12 |                    17.8 |                       0 |                14.57917 |             51.19583 |             51.19583
 722950:23174 | 2014 |     4 |  11 |                    21.1 |                       0 |                15.27083 |              52.6375 |              52.6375
 722950:23174 | 2014 |     4 |  10 |                    18.3 |                       0 |                 13.9625 |             51.83333 |             51.83333
 722950:23174 | 2014 |     4 |   9 |                    24.4 |                       0 |                17.82083 |             51.17917 |             51.17917
 722950:23174 | 2014 |     4 |   8 |                    25.6 |                       0 |                19.54583 |             49.32083 |             49.32083
 722950:23174 | 2014 |     4 |   7 |                    26.1 |                       0 |                18.23333 |             48.05417 |             48.05417
 722950:23174 | 2014 |     4 |   6 |                    21.1 |                       0 |                 15.8125 |              49.9875 |              49.9875
 722950:23174 | 2014 |     4 |   5 |                    17.8 |                       0 |                 13.9375 |             49.54583 |             49.54583
 722950:23174 | 2014 |     4 |   4 |                    16.7 |                       0 |                13.75417 |                49.85 |                49.85
 722950:23174 | 2014 |     4 |   3 |                    17.8 |                       0 |                13.00417 |             48.08333 |             48.08333
 722950:23174 | 2014 |     4 |   2 |                    16.1 |                       0 |                 13.0375 |             48.42083 |             48.42083
 722950:23174 | 2014 |     4 |   1 |                    16.7 |                       0 |                 13.5875 |             48.99583 |             48.99583
 722950:23174 | 2014 |     3 |  31 |                    18.9 |                       0 |                  14.275 |              50.0625 |              50.0625
 722950:23174 | 2014 |     3 |  30 |                    19.4 |                       0 |                 15.8625 |             50.76667 |             50.76667
 722950:23174 | 2014 |     3 |  29 |                    20.6 |                       0 |                15.58333 |             51.85833 |             51.85833
 722950:23174 | 2014 |     3 |  28 |                    18.9 |                       0 |                 14.9875 |             50.75833 |             50.75833
 722950:23174 | 2014 |     3 |  27 |                    17.8 |                       0 |                14.65417 |               50.125 |               50.125
 722950:23174 | 2014 |     3 |  26 |                    18.3 |                       0 |                14.97083 |              51.4375 |              51.4375
 722950:23174 | 2014 |     3 |  25 |                    17.2 |                       0 |                 15.0125 |             52.25417 |             52.25417
 722950:23174 | 2014 |     3 |  24 |                    17.8 |                       0 |                15.07917 |             52.10833 |             52.10833
 722950:23174 | 2014 |     3 |  23 |                    17.8 |                       0 |                 14.5625 |             51.17917 |             51.17917
 722950:23174 | 2014 |     3 |  22 |                    17.8 |                       0 |                15.07917 |                50.85 |                50.85
